Plate,Row,Column,Well,WellType,RFU,Pct_Activity
Plate 3,P,10,P10,Experimental,9239,41.19
Plate 3,P,11,P11,Experimental,16251,73.47
Plate 3,P,12,P12,Experimental,16634,75.23
Plate 3,P,13,P13,Experimental,12410,55.79
Plate 3,P,14,P14,Experimental,14108,63.6
Plate 3,P,15,P15,Experimental,9576,42.74
Plate 3,P,16,P16,Experimental,15884,71.78
Plate 3,P,17,P17,Experimental,200,-0.43
Plate 3,P,18,P18,Experimental,18822,85.31
Plate 3,P,19,P19,Experimental,23295,105.9
Plate 3,P,20,P20,Experimental,4448,19.13
Plate 3,P,21,P21,Experimental,13446,60.56
Plate 3,P,22,P22,Experimental,19702,89.36
Plate 3,P,23,P23,High,8586,38.18
Plate 3,P,24,P24,High,28627,130.45
Plate 4,A,1,A01,Low,288,-0.0
Plate 4,A,2,A02,High,14114,63.51
Plate 4,A,3,A03,Experimental,17266,77.99
Plate 4,A,4,A04,Experimental,25638,116.45
Plate 4,A,5,A05,Experimental,13763,61.9
Plate 4,A,6,A06,Experimental,14447,65.04
Plate 4,A,7,A07,Experimental,21041,95.33
Plate 4,A,8,A08,Experimental,21605,97.92
Plate 4,A,9,A09,Experimental,14095,63.42
Plate 4,A,10,A10,Experimental,200,-0.41
Plate 4,A,11,A11,Experimental,13663,61.44
Plate 4,A,12,A12,Experimental,20483,92.77
Plate 4,A,13,A13,Experimental,15188,68.44
Plate 4,A,14,A14,Experimental,18649,84.34
Plate 4,A,15,A15,Experimental,17163,77.52
Plate 4,A,16,A16,Experimental,3519,14.84
Plate 4,A,17,A17,Experimental,22062,100.02
Plate 4,A,18,A18,Experimental,10359,46.26
Plate 4,A,19,A19,Experimental,10987,49.14
Plate 4,A,20,A20,Experimental,19727,89.29
Plate 4,A,21,A21,Experimental,9147,40.69
Plate 4,A,22,A22,Experimental,17094,77.2
Plate 4,A,23,A23,Low,231,-0.27
Plate 4,A,24,A24,High,29624,134.76
Plate 4,B,1,B01,Low,270,-0.09
Plate 4,B,2,B02,High,9076,40.37
Plate 4,B,3,B03,Experimental,8468,37.57
Plate 4,B,4,B04,Experimental,14639,65.92
Plate 4,B,5,B05,Experimental,15970,72.03
Plate 4,B,6,B06,Experimental,22407,101.6
Plate 4,B,7,B07,Experimental,10409,46.49
Plate 4,B,8,B08,Experimental,15421,69.51
Plate 4,B,9,B09,Experimental,32658,148.7
Plate 4,B,10,B10,Experimental,18134,81.98
Plate 4,B,11,B11,Experimental,18861,85.32
Plate 4,B,12,B12,Experimental,18466,83.5
Plate 4,B,13,B13,Experimental,1365,4.94
Plate 4,B,14,B14,Experimental,13048,58.61
Plate 4,B,15,B15,Experimental,200,-0.41
Plate 4,B,16,B16,Experimental,21890,99.23
Plate 4,B,17,B17,Experimental,28602,130.06
Plate 4,B,18,B18,Experimental,10769,48.14
Plate 4,B,19,B19,Experimental,29107,132.38
Plate 4,B,20,B20,Experimental,6027,26.36
Plate 4,B,21,B21,Experimental,5464,23.77
Plate 4,B,22,B22,Experimental,19421,87.89
Plate 4,B,23,B23,Low,234,-0.25
Plate 4,B,24,B24,High,29006,131.92
Plate 4,C,1,C01,Low,386,0.45
Plate 4,C,2,C02,High,8050,35.65
Plate 4,C,3,C03,Experimental,12742,57.21
Plate 4,C,4,C04,Experimental,14062,63.27
Plate 4,C,5,C05,Experimental,18028,81.49
Plate 4,C,6,C06,Experimental,20857,94.48
Plate 4,C,7,C07,Experimental,14171,63.77
Plate 4,C,8,C08,Experimental,5410,23.52
Plate 4,C,9,C09,Experimental,23080,104.7
Plate 4,C,10,C10,Experimental,38000,173.24
Plate 4,C,11,C11,Experimental,21562,97.72
Plate 4,C,12,C12,Experimental,19484,88.18
Plate 4,C,13,C13,Experimental,11994,53.77
Plate 4,C,14,C14,Experimental,12983,58.31
Plate 4,C,15,C15,Experimental,3883,16.51
Plate 4,C,16,C16,Experimental,19938,90.26
Plate 4,C,17,C17,Experimental,13913,62.59
Plate 4,C,18,C18,Experimental,25303,114.91
Plate 4,C,19,C19,Experimental,6704,29.47
Plate 4,C,20,C20,Experimental,25914,117.72
Plate 4,C,21,C21,Experimental,12520,56.19
Plate 4,C,22,C22,Experimental,10111,45.12
Plate 4,C,23,C23,Low,261,-0.13
Plate 4,C,24,C24,High,28782,130.89
Plate 4,D,1,D01,Low,132,-0.72
Plate 4,D,2,D02,High,11278,50.48
Plate 4,D,3,D03,Experimental,21194,96.03
Plate 4,D,4,D04,Experimental,25228,114.56
Plate 4,D,5,D05,Experimental,20642,93.5
Plate 4,D,6,D06,Experimental,20247,91.68
Plate 4,D,7,D07,Experimental,1571,5.89
Plate 4,D,8,D08,Experimental,16464,74.3
Plate 4,D,9,D09,Experimental,5934,25.93
Plate 4,D,10,D10,Experimental,12767,57.32
Plate 4,D,11,D11,Experimental,26172,118.9
Plate 4,D,12,D12,Experimental,15257,68.76
Plate 4,D,13,D13,Experimental,200,-0.41
Plate 4,D,14,D14,Experimental,6987,30.77
Plate 4,D,15,D15,Experimental,10459,46.72
Plate 4,D,16,D16,Experimental,13194,59.28
Plate 4,D,17,D17,Experimental,22504,102.05
Plate 4,D,18,D18,Experimental,21694,98.33
Plate 4,D,19,D19,Experimental,21497,97.42
Plate 4,D,20,D20,Experimental,16858,76.11
Plate 4,D,21,D21,Experimental,12639,56.73
Plate 4,D,22,D22,Experimental,12106,54.28
Plate 4,D,23,D23,Low,334,0.21
Plate 4,D,24,D24,High,31867,145.06
Plate 4,E,1,E01,Low,424,0.62
Plate 4,E,2,E02,High,10187,45.47
Plate 4,E,3,E03,Experimental,17358,78.41
Plate 4,E,4,E04,Experimental,26883,122.17
Plate 4,E,5,E05,Experimental,6304,27.63
Plate 4,E,6,E06,Experimental,21569,97.76
Plate 4,E,7,E07,Experimental,8696,38.62
Plate 4,E,8,E08,Experimental,27750,126.15
Plate 4,E,9,E09,Experimental,26247,119.24
Plate 4,E,10,E10,Experimental,28158,128.02
Plate 4,E,11,E11,Experimental,27332,124.23
Plate 4,E,12,E12,Experimental,21724,98.47
Plate 4,E,13,E13,Experimental,6815,29.98
Plate 4,E,14,E14,Experimental,18958,85.76
Plate 4,E,15,E15,Experimental,22165,100.49
Plate 4,E,16,E16,Experimental,18818,85.12
Plate 4,E,17,E17,Experimental,14083,63.37
Plate 4,E,18,E18,Experimental,16255,73.34
Plate 4,E,19,E19,Experimental,18100,81.82
Plate 4,E,20,E20,Experimental,6790,29.86
Plate 4,E,21,E21,Experimental,20433,92.54
Plate 4,E,22,E22,Experimental,19439,87.97
Plate 4,E,23,E23,Low,289,-0.0
Plate 4,E,24,E24,High,31335,142.62
Plate 4,F,1,F01,Low,393,0.48
Plate 4,F,2,F02,High,7966,35.27
Plate 4,F,3,F03,Experimental,26765,121.62
Plate 4,F,4,F04,Experimental,23130,104.93
Plate 4,F,5,F05,Experimental,23048,104.55
Plate 4,F,6,F06,Experimental,22978,104.23
Plate 4,F,7,F07,Experimental,20715,93.83
Plate 4,F,8,F08,Experimental,15005,67.6
Plate 4,F,9,F09,Experimental,9133,40.63
Plate 4,F,10,F10,Experimental,19099,86.41
Plate 4,F,11,F11,Experimental,16063,72.46
Plate 4,F,12,F12,Experimental,9450,42.08
Plate 4,F,13,F13,Experimental,29077,132.25
Plate 4,F,14,F14,Experimental,21724,98.47
Plate 4,F,15,F15,Experimental,12512,56.15
Plate 4,F,16,F16,Experimental,2404,9.72
Plate 4,F,17,F17,Experimental,8295,36.78
Plate 4,F,18,F18,Experimental,18908,85.53
Plate 4,F,19,F19,Experimental,12938,58.11
Plate 4,F,20,F20,Experimental,4460,19.16
Plate 4,F,21,F21,Experimental,17135,77.39
Plate 4,F,22,F22,Experimental,13730,61.74
Plate 4,F,23,F23,Low,267,-0.1
Plate 4,F,24,F24,High,27510,125.05
Plate 4,G,1,G01,Low,326,0.17
Plate 4,G,2,G02,High,7854,34.75
Plate 4,G,3,G03,Experimental,13298,59.76
Plate 4,G,4,G04,Experimental,24284,110.23
Plate 4,G,5,G05,Experimental,24955,113.31
Plate 4,G,6,G06,Experimental,13975,62.87
Plate 4,G,7,G07,Experimental,200,-0.41
Plate 4,G,8,G08,Experimental,21041,95.33
Plate 4,G,9,G09,Experimental,7568,33.44
Plate 4,G,10,G10,Experimental,3853,16.37
Plate 4,G,11,G11,Experimental,20919,94.77
Plate 4,G,12,G12,Experimental,201,-0.4
Plate 4,G,13,G13,Experimental,20699,93.76
Plate 4,G,14,G14,Experimental,22240,100.84
Plate 4,G,15,G15,Experimental,19021,86.05
Plate 4,G,16,G16,Experimental,16676,75.28
Plate 4,G,17,G17,Experimental,14102,63.45
Plate 4,G,18,G18,Experimental,11129,49.8
Plate 4,G,19,G19,Experimental,6344,27.82
Plate 4,G,20,G20,Experimental,33948,154.62
Plate 4,G,21,G21,Experimental,11443,51.24
Plate 4,G,22,G22,Experimental,7612,33.64
Plate 4,G,23,G23,Low,292,0.01
Plate 4,G,24,G24,High,31155,141.79
Plate 4,H,1,H01,Low,381,0.42
Plate 4,H,2,H02,High,9543,42.51
Plate 4,H,3,H03,Experimental,13477,60.58
Plate 4,H,4,H04,Experimental,8590,38.13
Plate 4,H,5,H05,Experimental,12951,58.17
Plate 4,H,6,H06,Experimental,21922,99.38
Plate 4,H,7,H07,Experimental,14502,65.29
Plate 4,H,8,H08,Experimental,12063,54.09
Plate 4,H,9,H09,Experimental,16367,73.86
Plate 4,H,10,H10,Experimental,8746,38.85
Plate 4,H,11,H11,Experimental,200,-0.41
Plate 4,H,12,H12,Experimental,11107,49.7
Plate 4,H,13,H13,Experimental,200,-0.41
Plate 4,H,14,H14,Experimental,12884,57.86
Plate 4,H,15,H15,Experimental,18292,82.7
Plate 4,H,16,H16,Experimental,22900,103.87
Plate 4,H,17,H17,Experimental,19239,87.05
Plate 4,H,18,H18,Experimental,15290,68.91
Plate 4,H,19,H19,Experimental,6794,29.88
Plate 4,H,20,H20,Experimental,6209,27.19
Plate 4,H,21,H21,Experimental,13319,59.86
Plate 4,H,22,H22,Experimental,8079,35.79
Plate 4,H,23,H23,Low,223,-0.3
Plate 4,H,24,H24,High,30089,136.89
Plate 4,I,1,I01,Low,231,-0.27
Plate 4,I,2,I02,High,26366,119.79
Plate 4,I,3,I03,Experimental,13253,59.55
Plate 4,I,4,I04,Experimental,7402,32.68
Plate 4,I,5,I05,Experimental,19140,86.6
Plate 4,I,6,I06,Experimental,25351,115.13
Plate 4,I,7,I07,Experimental,21080,95.51
Plate 4,I,8,I08,Experimental,18491,83.62
Plate 4,I,9,I09,Experimental,25925,117.77
Plate 4,I,10,I10,Experimental,7153,31.53
Plate 4,I,11,I11,Experimental,10387,46.39
Plate 4,I,12,I12,Experimental,16484,74.4
Plate 4,I,13,I13,Experimental,11834,53.03
Plate 4,I,14,I14,Experimental,16161,72.91
Plate 4,I,15,I15,Experimental,11975,53.68
Plate 4,I,16,I16,Experimental,12902,57.94
Plate 4,I,17,I17,Experimental,11581,51.87
Plate 4,I,18,I18,Experimental,20952,94.92
Plate 4,I,19,I19,Experimental,13510,60.73
Plate 4,I,20,I20,Experimental,4516,19.42
Plate 4,I,21,I21,Experimental,14025,63.1
Plate 4,I,22,I22,Experimental,10129,45.2
Plate 4,I,23,I23,High,12887,57.87
Plate 4,I,24,I24,High,30724,139.81
Plate 4,J,1,J01,Low,401,0.51
Plate 4,J,2,J02,High,30222,137.5
Plate 4,J,3,J03,Experimental,22367,101.42
Plate 4,J,4,J04,Experimental,21119,95.69
Plate 4,J,5,J05,Experimental,19464,88.09
Plate 4,J,6,J06,Experimental,1082,3.64
Plate 4,J,7,J07,Experimental,16596,74.91
Plate 4,J,8,J08,Experimental,25886,117.59
Plate 4,J,9,J09,Experimental,15107,68.07
Plate 4,J,10,J10,Experimental,24359,110.57
Plate 4,J,11,J11,Experimental,11157,49.92
Plate 4,J,12,J12,Experimental,12545,56.3
Plate 4,J,13,J13,Experimental,20508,92.88
Plate 4,J,14,J14,Experimental,3691,15.63
Plate 4,J,15,J15,Experimental,28380,129.04
Plate 4,J,16,J16,Experimental,12797,57.46
Plate 4,J,17,J17,Experimental,25507,115.85
Plate 4,J,18,J18,Experimental,10216,45.6
Plate 4,J,19,J19,Experimental,21014,95.21
Plate 4,J,20,J20,Experimental,11673,52.3
Plate 4,J,21,J21,Experimental,2691,11.03
Plate 4,J,22,J22,Experimental,11612,52.02
Plate 4,J,23,J23,High,9772,43.56
Plate 4,J,24,J24,High,30959,140.89
Plate 4,K,1,K01,Low,236,-0.24
Plate 4,K,2,K02,High,31039,141.26
Plate 4,K,3,K03,Experimental,12925,58.05
Plate 4,K,4,K04,Experimental,200,-0.41
Plate 4,K,5,K05,Experimental,22876,103.76
Plate 4,K,6,K06,Experimental,23624,107.2
Plate 4,K,7,K07,Experimental,12141,54.45
Plate 4,K,8,K08,Experimental,13501,60.69
Plate 4,K,9,K09,Experimental,10808,48.32
Plate 4,K,10,K10,Experimental,18043,81.56
Plate 4,K,11,K11,Experimental,10282,45.91
Plate 4,K,12,K12,Experimental,21653,98.14
Plate 4,K,13,K13,Experimental,13844,62.27
Plate 4,K,14,K14,Experimental,4615,19.87
Plate 4,K,15,K15,Experimental,20490,92.8
Plate 4,K,16,K16,Experimental,18764,84.87
Plate 4,K,17,K17,Experimental,216,-0.34
Plate 4,K,18,K18,Experimental,16486,74.41
Plate 4,K,19,K19,Experimental,19489,88.2
Plate 4,K,20,K20,Experimental,14252,64.14
Plate 4,K,21,K21,Experimental,11163,49.95
Plate 4,K,22,K22,Experimental,24828,112.73
Plate 4,K,23,K23,High,8677,38.53
Plate 4,K,24,K24,High,33486,152.5
Plate 4,L,1,L01,Low,242,-0.22
Plate 4,L,2,L02,High,31880,145.12
Plate 4,L,3,L03,Experimental,29436,133.89
Plate 4,L,4,L04,Experimental,4739,20.44
Plate 4,L,5,L05,Experimental,18822,85.14
Plate 4,L,6,L06,Experimental,9231,41.08
Plate 4,L,7,L07,Experimental,21413,97.04
Plate 4,L,8,L08,Experimental,26486,120.34
Plate 4,L,9,L09,Experimental,29200,132.81
Plate 4,L,10,L10,Experimental,23212,105.3
Plate 4,L,11,L11,Experimental,12347,55.39
Plate 4,L,12,L12,Experimental,20776,94.11
Plate 4,L,13,L13,Experimental,36066,164.35
Plate 4,L,14,L14,Experimental,25082,113.89
Plate 4,L,15,L15,Experimental,32871,149.67
Plate 4,L,16,L16,Experimental,24323,110.41
Plate 4,L,17,L17,Experimental,5597,24.38
Plate 4,L,18,L18,Experimental,12966,58.23
Plate 4,L,19,L19,Experimental,20853,94.47
Plate 4,L,20,L20,Experimental,7683,33.97
Plate 4,L,21,L21,Experimental,20723,93.87
Plate 4,L,22,L22,Experimental,200,-0.41
Plate 4,L,23,L23,High,9905,44.17
Plate 4,L,24,L24,High,31235,142.16
Plate 4,M,1,M01,Low,153,-0.62
Plate 4,M,2,M02,High,31163,141.83
Plate 4,M,3,M03,Experimental,22500,102.03
Plate 4,M,4,M04,Experimental,22753,103.19
Plate 4,M,5,M05,Experimental,2167,8.63
Plate 4,M,6,M06,Experimental,3911,16.64
Plate 4,M,7,M07,Experimental,24491,111.18
Plate 4,M,8,M08,Experimental,24504,111.24
Plate 4,M,9,M09,Experimental,6951,30.6
Plate 4,M,10,M10,Experimental,4781,20.64
Plate 4,M,11,M11,Experimental,23163,105.08
Plate 4,M,12,M12,Experimental,200,-0.41
Plate 4,M,13,M13,Experimental,20742,93.96
Plate 4,M,14,M14,Experimental,2241,8.97
Plate 4,M,15,M15,Experimental,3931,16.73
Plate 4,M,16,M16,Experimental,16131,72.77
Plate 4,M,17,M17,Experimental,20695,93.74
Plate 4,M,18,M18,Experimental,20913,94.74
Plate 4,M,19,M19,Experimental,16469,74.33
Plate 4,M,20,M20,Experimental,8358,37.07
Plate 4,M,21,M21,Experimental,8810,39.14
Plate 4,M,22,M22,Experimental,17134,77.38
Plate 4,M,23,M23,High,11427,51.17
Plate 4,M,24,M24,High,28259,128.49
Plate 4,N,1,N01,Low,246,-0.2
Plate 4,N,2,N02,High,28829,131.11
Plate 4,N,3,N03,Experimental,15515,69.94
Plate 4,N,4,N04,Experimental,7530,33.26
Plate 4,N,5,N05,Experimental,14937,67.29
Plate 4,N,6,N06,Experimental,16714,75.45
Plate 4,N,7,N07,Experimental,19137,86.58
Plate 4,N,8,N08,Experimental,18686,84.51
Plate 4,N,9,N09,Experimental,5020,21.73
Plate 4,N,10,N10,Experimental,15523,69.98
Plate 4,N,11,N11,Experimental,18592,84.08
Plate 4,N,12,N12,Experimental,9531,42.46
Plate 4,N,13,N13,Experimental,11885,53.27
Plate 4,N,14,N14,Experimental,26199,119.02
Plate 4,N,15,N15,Experimental,200,-0.41
Plate 4,N,16,N16,Experimental,32370,147.37
Plate 4,N,17,N17,Experimental,24785,112.53
Plate 4,N,18,N18,Experimental,12605,56.58
Plate 4,N,19,N19,Experimental,28050,127.53
Plate 4,N,20,N20,Experimental,7339,32.39
Plate 4,N,21,N21,Experimental,19243,87.07
Plate 4,N,22,N22,Experimental,3910,16.63
Plate 4,N,23,N23,High,13161,59.13
Plate 4,N,24,N24,High,28733,130.66
Plate 4,O,1,O01,Low,369,0.37
Plate 4,O,2,O02,High,30443,138.52
Plate 4,O,3,O03,Experimental,12108,54.29
Plate 4,O,4,O04,Experimental,10752,48.06
Plate 4,O,5,O05,Experimental,35390,161.25
Plate 4,O,6,O06,Experimental,9730,43.37
Plate 4,O,7,O07,Experimental,19367,87.64
Plate 4,O,8,O08,Experimental,20568,93.16
Plate 4,O,9,O09,Experimental,24339,110.48
Plate 4,O,10,O10,Experimental,23992,108.89
Plate 4,O,11,O11,Experimental,6302,27.62
Plate 4,O,12,O12,Experimental,15070,67.9
Plate 4,O,13,O13,Experimental,20544,93.05
Plate 4,O,14,O14,Experimental,17630,79.66
Plate 4,O,15,O15,Experimental,9641,42.96
Plate 4,O,16,O16,Experimental,11435,51.2
Plate 4,O,17,O17,Experimental,14716,66.27
Plate 4,O,18,O18,Experimental,6096,26.68
Plate 4,O,19,O19,Experimental,14854,66.91
Plate 4,O,20,O20,Experimental,19872,89.96
Plate 4,O,21,O21,Experimental,19500,88.25
Plate 4,O,22,O22,Experimental,19233,87.02
Plate 4,O,23,O23,High,8247,36.56
Plate 4,O,24,O24,High,26766,121.63
Plate 4,P,1,P01,Low,328,0.18
Plate 4,P,2,P02,High,28593,130.02
Plate 4,P,3,P03,Experimental,18242,82.47
Plate 4,P,4,P04,Experimental,27748,126.14
Plate 4,P,5,P05,Experimental,16667,75.24
Plate 4,P,6,P06,Experimental,13313,59.83
Plate 4,P,7,P07,Experimental,9183,40.86
Plate 4,P,8,P08,Experimental,7528,33.25
Plate 4,P,9,P09,Experimental,25377,115.25
Plate 4,P,10,P10,Experimental,200,-0.41
Plate 4,P,11,P11,Experimental,13566,60.99
Plate 4,P,12,P12,Experimental,24611,111.73
Plate 4,P,13,P13,Experimental,6955,30.62
Plate 4,P,14,P14,Experimental,14533,65.43
Plate 4,P,15,P15,Experimental,12874,57.81
Plate 4,P,16,P16,Experimental,19639,88.89
Plate 4,P,17,P17,Experimental,26628,121.0
Plate 4,P,18,P18,Experimental,11567,51.81
Plate 4,P,19,P19,Experimental,6995,30.81
Plate 4,P,20,P20,Experimental,9852,43.93
Plate 4,P,21,P21,Experimental,30698,139.69
Plate 4,P,22,P22,Experimental,30840,140.34
Plate 4,P,23,P23,High,10857,48.55
Plate 4,P,24,P24,High,31241,142.19
Plate 5,A,1,A01,Low,170,-0.56
Plate 5,A,2,A02,High,9796,44.73
Plate 5,A,3,A03,Experimental,521,1.09
Plate 5,A,4,A04,Experimental,17101,79.1
Plate 5,A,5,A05,Experimental,17079,79.0
Plate 5,A,6,A06,Experimental,11951,54.87
Plate 5,A,7,A07,Experimental,14981,69.13
Plate 5,A,8,A08,Experimental,17732,82.07
Plate 5,A,9,A09,Experimental,22180,103.0
Plate 5,A,10,A10,Experimental,12111,55.62
Plate 5,A,11,A11,Experimental,28251,131.56
Plate 5,A,12,A12,Experimental,5487,24.46
Plate 5,A,13,A13,Experimental,28331,131.94
Plate 5,A,14,A14,Experimental,200,-0.42
Plate 5,A,15,A15,Experimental,11177,51.23
Plate 5,A,16,A16,Experimental,25950,120.73
Plate 5,A,17,A17,Experimental,17065,78.93
Plate 5,A,18,A18,Experimental,20618,95.65
Plate 5,A,19,A19,Experimental,22107,102.65
Plate 5,A,20,A20,Experimental,20777,96.4
Plate 5,A,21,A21,Experimental,3943,17.19
Plate 5,A,22,A22,Experimental,7052,31.82
Plate 5,A,23,A23,Low,286,-0.01
Plate 5,A,24,A24,High,30575,142.49
Plate 5,B,1,B01,Low,323,0.16
Plate 5,B,2,B02,High,9624,43.92
Plate 5,B,3,B03,Experimental,12055,55.36
Plate 5,B,4,B04,Experimental,26606,123.82
Plate 5,B,5,B05,Experimental,16753,77.46
Plate 5,B,6,B06,Experimental,18560,85.96
Plate 5,B,7,B07,Experimental,13315,61.29
Plate 5,B,8,B08,Experimental,10944,50.13
Plate 5,B,9,B09,Experimental,18200,84.27
Plate 5,B,10,B10,Experimental,23140,107.51
Plate 5,B,11,B11,Experimental,24687,114.79
Plate 5,B,12,B12,Experimental,18625,86.27
Plate 5,B,13,B13,Experimental,4155,18.19
Plate 5,B,14,B14,Experimental,21361,99.14
Plate 5,B,15,B15,Experimental,2430,10.07
Plate 5,B,16,B16,Experimental,5721,25.56
Plate 5,B,17,B17,Experimental,9858,45.02
Plate 5,B,18,B18,Experimental,8574,38.98
Plate 5,B,19,B19,Experimental,22188,103.03
Plate 5,B,20,B20,Experimental,18563,85.98
Plate 5,B,21,B21,Experimental,20027,92.87
Plate 5,B,22,B22,Experimental,9488,43.28
Plate 5,B,23,B23,Low,311,0.1
Plate 5,B,24,B24,High,32528,151.68
Plate 5,C,1,C01,Low,202,-0.41
Plate 5,C,2,C02,High,8956,40.78
Plate 5,C,3,C03,Experimental,10459,47.85
Plate 5,C,4,C04,Experimental,6962,31.4
Plate 5,C,5,C05,Experimental,16577,76.63
Plate 5,C,6,C06,Experimental,20814,96.57
Plate 5,C,7,C07,Experimental,17205,79.59
Plate 5,C,8,C08,Experimental,16134,74.55
Plate 5,C,9,C09,Experimental,27420,127.65
Plate 5,C,10,C10,Experimental,9175,41.81
Plate 5,C,11,C11,Experimental,14301,65.93
Plate 5,C,12,C12,Experimental,25387,118.09
Plate 5,C,13,C13,Experimental,20429,94.76
Plate 5,C,14,C14,Experimental,2355,9.72
Plate 5,C,15,C15,Experimental,34415,160.56
Plate 5,C,16,C16,Experimental,22911,106.44
Plate 5,C,17,C17,Experimental,20889,96.92
Plate 5,C,18,C18,Experimental,8427,38.29
Plate 5,C,19,C19,Experimental,9536,43.51
Plate 5,C,20,C20,Experimental,24915,115.86
Plate 5,C,21,C21,Experimental,17400,80.51
Plate 5,C,22,C22,Experimental,15475,71.45
Plate 5,C,23,C23,Low,369,0.38
Plate 5,C,24,C24,High,27093,126.11
Plate 5,D,1,D01,Low,342,0.25
Plate 5,D,2,D02,High,9549,43.57
Plate 5,D,3,D03,Experimental,24046,111.78
Plate 5,D,4,D04,Experimental,14117,65.06
Plate 5,D,5,D05,Experimental,10386,47.51
Plate 5,D,6,D06,Experimental,8213,37.28
Plate 5,D,7,D07,Experimental,19649,91.09
Plate 5,D,8,D08,Experimental,1735,6.8
Plate 5,D,9,D09,Experimental,28114,130.92
Plate 5,D,10,D10,Experimental,14537,67.04
Plate 5,D,11,D11,Experimental,18248,84.5
Plate 5,D,12,D12,Experimental,810,2.45
Plate 5,D,13,D13,Experimental,7719,34.96
Plate 5,D,14,D14,Experimental,38000,177.43
Plate 5,D,15,D15,Experimental,16013,73.98
Plate 5,D,16,D16,Experimental,19179,88.88
Plate 5,D,17,D17,Experimental,2990,12.71
Plate 5,D,18,D18,Experimental,200,-0.42
Plate 5,D,19,D19,Experimental,8403,38.18
Plate 5,D,20,D20,Experimental,23011,106.91
Plate 5,D,21,D21,Experimental,23209,107.84
Plate 5,D,22,D22,Experimental,7377,33.35
Plate 5,D,23,D23,Low,253,-0.17
Plate 5,D,24,D24,High,30011,139.84
Plate 5,E,1,E01,Low,111,-0.84
Plate 5,E,2,E02,High,10386,47.51
Plate 5,E,3,E03,Experimental,21691,100.7
Plate 5,E,4,E04,Experimental,22640,105.16
Plate 5,E,5,E05,Experimental,16407,75.83
Plate 5,E,6,E06,Experimental,11109,50.91
Plate 5,E,7,E07,Experimental,16493,76.24
Plate 5,E,8,E08,Experimental,11766,54.0
Plate 5,E,9,E09,Experimental,5213,23.17
Plate 5,E,10,E10,Experimental,10824,49.57
Plate 5,E,11,E11,Experimental,11755,53.95
Plate 5,E,12,E12,Experimental,34324,160.13
Plate 5,E,13,E13,Experimental,9473,43.21
Plate 5,E,14,E14,Experimental,15035,69.38
Plate 5,E,15,E15,Experimental,13074,60.15
Plate 5,E,16,E16,Experimental,7672,34.74
Plate 5,E,17,E17,Experimental,17785,82.32
Plate 5,E,18,E18,Experimental,3934,17.15
Plate 5,E,19,E19,Experimental,10124,46.27
Plate 5,E,20,E20,Experimental,15494,71.54
Plate 5,E,21,E21,Experimental,17594,81.42
Plate 5,E,22,E22,Experimental,23533,109.36
Plate 5,E,23,E23,Low,372,0.39
Plate 5,E,24,E24,High,26358,122.65
Plate 5,F,1,F01,Low,451,0.76
Plate 5,F,2,F02,High,9277,42.29
Plate 5,F,3,F03,Experimental,38000,177.43
Plate 5,F,4,F04,Experimental,29438,137.15
Plate 5,F,5,F05,Experimental,8946,40.73
Plate 5,F,6,F06,Experimental,13510,62.2
Plate 5,F,7,F07,Experimental,18524,85.8
Plate 5,F,8,F08,Experimental,32552,151.8
Plate 5,F,9,F09,Experimental,19979,92.64
Plate 5,F,10,F10,Experimental,11031,50.54
Plate 5,F,11,F11,Experimental,16234,75.02
Plate 5,F,12,F12,Experimental,14165,65.29
Plate 5,F,13,F13,Experimental,14834,68.43
Plate 5,F,14,F14,Experimental,20558,95.37
Plate 5,F,15,F15,Experimental,23013,106.92
Plate 5,F,16,F16,Experimental,19753,91.58
Plate 5,F,17,F17,Experimental,5710,25.51
Plate 5,F,18,F18,Experimental,8173,37.09
Plate 5,F,19,F19,Experimental,13642,62.83
Plate 5,F,20,F20,Experimental,15556,71.83
Plate 5,F,21,F21,Experimental,9890,45.17
Plate 5,F,22,F22,Experimental,21173,98.26
Plate 5,F,23,F23,Low,250,-0.18
Plate 5,F,24,F24,High,28760,133.96
Plate 5,G,1,G01,Low,228,-0.29
Plate 5,G,2,G02,High,10340,47.29
Plate 5,G,3,G03,Experimental,7677,34.76
Plate 5,G,4,G04,Experimental,19343,89.65
Plate 5,G,5,G05,Experimental,16107,74.42
Plate 5,G,6,G06,Experimental,19074,88.38
Plate 5,G,7,G07,Experimental,13691,63.06
Plate 5,G,8,G08,Experimental,11712,53.74
Plate 5,G,9,G09,Experimental,8617,39.18
Plate 5,G,10,G10,Experimental,18062,83.62
Plate 5,G,11,G11,Experimental,23299,108.26
Plate 5,G,12,G12,Experimental,27301,127.09
Plate 5,G,13,G13,Experimental,14991,69.17
Plate 5,G,14,G14,Experimental,4998,22.16
Plate 5,G,15,G15,Experimental,6741,30.36
Plate 5,G,16,G16,Experimental,20988,97.39
Plate 5,G,17,G17,Experimental,16587,76.68
Plate 5,G,18,G18,Experimental,6587,29.63
Plate 5,G,19,G19,Experimental,20577,95.45
Plate 5,G,20,G20,Experimental,33241,155.04
Plate 5,G,21,G21,Experimental,2481,10.31
Plate 5,G,22,G22,Experimental,18514,85.75
Plate 5,G,23,G23,Low,283,-0.03
Plate 5,G,24,G24,High,29315,136.57
Plate 5,H,1,H01,Low,225,-0.3
Plate 5,H,2,H02,High,4000,17.46
