Plate,PlateFile,Row,Column,Well,WellType,RFU
Plate 3,sample_384_plate3.csv,E,8,E08,Experimental,11688
Plate 3,sample_384_plate3.csv,E,9,E09,Experimental,12665
Plate 3,sample_384_plate3.csv,E,10,E10,Experimental,16014
Plate 3,sample_384_plate3.csv,E,11,E11,Experimental,5021
Plate 3,sample_384_plate3.csv,E,12,E12,Experimental,17537
Plate 3,sample_384_plate3.csv,E,13,E13,Experimental,452
Plate 3,sample_384_plate3.csv,E,14,E14,Experimental,15445
Plate 3,sample_384_plate3.csv,E,15,E15,Experimental,15646
Plate 3,sample_384_plate3.csv,E,16,E16,Experimental,200
Plate 3,sample_384_plate3.csv,E,17,E17,Experimental,12271
Plate 3,sample_384_plate3.csv,E,18,E18,Experimental,23718
Plate 3,sample_384_plate3.csv,E,19,E19,Experimental,18604
Plate 3,sample_384_plate3.csv,E,20,E20,Experimental,11045
Plate 3,sample_384_plate3.csv,E,21,E21,Experimental,10627
Plate 3,sample_384_plate3.csv,E,22,E22,Experimental,17336
Plate 3,sample_384_plate3.csv,E,23,E23,Low,312
Plate 3,sample_384_plate3.csv,E,24,E24,High,31634
Plate 3,sample_384_plate3.csv,F,1,F01,Low,311
Plate 3,sample_384_plate3.csv,F,2,F02,High,11810
Plate 3,sample_384_plate3.csv,F,3,F03,Experimental,18205
Plate 3,sample_384_plate3.csv,F,4,F04,Experimental,8883
Plate 3,sample_384_plate3.csv,F,5,F05,Experimental,6863
Plate 3,sample_384_plate3.csv,F,6,F06,Experimental,10784
Plate 3,sample_384_plate3.csv,F,7,F07,Experimental,18269
Plate 3,sample_384_plate3.csv,F,8,F08,Experimental,8057
Plate 3,sample_384_plate3.csv,F,9,F09,Experimental,22134
Plate 3,sample_384_plate3.csv,F,10,F10,Experimental,2687
Plate 3,sample_384_plate3.csv,F,11,F11,Experimental,12886
Plate 3,sample_384_plate3.csv,F,12,F12,Experimental,7541
Plate 3,sample_384_plate3.csv,F,13,F13,Experimental,17503
Plate 3,sample_384_plate3.csv,F,14,F14,Experimental,16094
Plate 3,sample_384_plate3.csv,F,15,F15,Experimental,13786
Plate 3,sample_384_plate3.csv,F,16,F16,Experimental,5105
Plate 3,sample_384_plate3.csv,F,17,F17,Experimental,7940
Plate 3,sample_384_plate3.csv,F,18,F18,Experimental,9714
Plate 3,sample_384_plate3.csv,F,19,F19,Experimental,22943
Plate 3,sample_384_plate3.csv,F,20,F20,Experimental,9849
Plate 3,sample_384_plate3.csv,F,21,F21,Experimental,19009
Plate 3,sample_384_plate3.csv,F,22,F22,Experimental,22359
Plate 3,sample_384_plate3.csv,F,23,F23,Low,232
Plate 3,sample_384_plate3.csv,F,24,F24,High,28967
Plate 3,sample_384_plate3.csv,G,1,G01,Low,123
Plate 3,sample_384_plate3.csv,G,2,G02,High,9193
Plate 3,sample_384_plate3.csv,G,3,G03,Experimental,20706
Plate 3,sample_384_plate3.csv,G,4,G04,Experimental,7426
Plate 3,sample_384_plate3.csv,G,5,G05,Experimental,17810
Plate 3,sample_384_plate3.csv,G,6,G06,Experimental,21308
Plate 3,sample_384_plate3.csv,G,7,G07,Experimental,17880
Plate 3,sample_384_plate3.csv,G,8,G08,Experimental,11494
Plate 3,sample_384_plate3.csv,G,9,G09,Experimental,16826
Plate 3,sample_384_plate3.csv,G,10,G10,Experimental,9596
Plate 3,sample_384_plate3.csv,G,11,G11,Experimental,11645
Plate 3,sample_384_plate3.csv,G,12,G12,Experimental,34093
Plate 3,sample_384_plate3.csv,G,13,G13,Experimental,10933
Plate 3,sample_384_plate3.csv,G,14,G14,Experimental,9510
Plate 3,sample_384_plate3.csv,G,15,G15,Experimental,16239
Plate 3,sample_384_plate3.csv,G,16,G16,Experimental,17222
Plate 3,sample_384_plate3.csv,G,17,G17,Experimental,21037
Plate 3,sample_384_plate3.csv,G,18,G18,Experimental,8920
Plate 3,sample_384_plate3.csv,G,19,G19,Experimental,6562
Plate 3,sample_384_plate3.csv,G,20,G20,Experimental,7178
Plate 3,sample_384_plate3.csv,G,21,G21,Experimental,20978
Plate 3,sample_384_plate3.csv,G,22,G22,Experimental,23605
Plate 3,sample_384_plate3.csv,G,23,G23,Low,239
Plate 3,sample_384_plate3.csv,G,24,G24,High,28978
Plate 3,sample_384_plate3.csv,H,1,H01,Low,297
Plate 3,sample_384_plate3.csv,H,2,H02,High,8081
Plate 3,sample_384_plate3.csv,H,3,H03,Experimental,11016
Plate 3,sample_384_plate3.csv,H,4,H04,Experimental,22507
Plate 3,sample_384_plate3.csv,H,5,H05,Experimental,5215
Plate 3,sample_384_plate3.csv,H,6,H06,Experimental,17948
Plate 3,sample_384_plate3.csv,H,7,H07,Experimental,24432
Plate 3,sample_384_plate3.csv,H,8,H08,Experimental,6391
Plate 3,sample_384_plate3.csv,H,9,H09,Experimental,23754
Plate 3,sample_384_plate3.csv,H,10,H10,Experimental,15036
Plate 3,sample_384_plate3.csv,H,11,H11,Experimental,10718
Plate 3,sample_384_plate3.csv,H,12,H12,Experimental,21947
Plate 3,sample_384_plate3.csv,H,13,H13,Experimental,15583
Plate 3,sample_384_plate3.csv,H,14,H14,Experimental,13079
Plate 3,sample_384_plate3.csv,H,15,H15,Experimental,10377
Plate 3,sample_384_plate3.csv,H,16,H16,Experimental,8266
Plate 3,sample_384_plate3.csv,H,17,H17,Experimental,10572
Plate 3,sample_384_plate3.csv,H,18,H18,Experimental,13067
Plate 3,sample_384_plate3.csv,H,19,H19,Experimental,21097
Plate 3,sample_384_plate3.csv,H,20,H20,Experimental,12979
Plate 3,sample_384_plate3.csv,H,21,H21,Experimental,17333
Plate 3,sample_384_plate3.csv,H,22,H22,Experimental,11882
Plate 3,sample_384_plate3.csv,H,23,H23,Low,338
Plate 3,sample_384_plate3.csv,H,24,H24,High,29855
Plate 3,sample_384_plate3.csv,I,1,I01,Low,401
Plate 3,sample_384_plate3.csv,I,2,I02,High,30514
Plate 3,sample_384_plate3.csv,I,3,I03,Experimental,1685
Plate 3,sample_384_plate3.csv,I,4,I04,Experimental,14026
Plate 3,sample_384_plate3.csv,I,5,I05,Experimental,11467
Plate 3,sample_384_plate3.csv,I,6,I06,Experimental,22641
Plate 3,sample_384_plate3.csv,I,7,I07,Experimental,15159
Plate 3,sample_384_plate3.csv,I,8,I08,Experimental,21902
Plate 3,sample_384_plate3.csv,I,9,I09,Experimental,20948
Plate 3,sample_384_plate3.csv,I,10,I10,Experimental,9699
Plate 3,sample_384_plate3.csv,I,11,I11,Experimental,12558
Plate 3,sample_384_plate3.csv,I,12,I12,Experimental,15331
Plate 3,sample_384_plate3.csv,I,13,I13,Experimental,6464
Plate 3,sample_384_plate3.csv,I,14,I14,Experimental,38000
Plate 3,sample_384_plate3.csv,I,15,I15,Experimental,19202
Plate 3,sample_384_plate3.csv,I,16,I16,Experimental,4784
Plate 3,sample_384_plate3.csv,I,17,I17,Experimental,3686
Plate 3,sample_384_plate3.csv,I,18,I18,Experimental,16013
Plate 3,sample_384_plate3.csv,I,19,I19,Experimental,11921
Plate 3,sample_384_plate3.csv,I,20,I20,Experimental,2592
Plate 3,sample_384_plate3.csv,I,21,I21,Experimental,1233
Plate 3,sample_384_plate3.csv,I,22,I22,Experimental,15143
Plate 3,sample_384_plate3.csv,I,23,I23,High,9069
Plate 3,sample_384_plate3.csv,I,24,I24,High,30800
Plate 3,sample_384_plate3.csv,J,1,J01,Low,290
Plate 3,sample_384_plate3.csv,J,2,J02,High,32201
Plate 3,sample_384_plate3.csv,J,3,J03,Experimental,357
Plate 3,sample_384_plate3.csv,J,4,J04,Experimental,19815
Plate 3,sample_384_plate3.csv,J,5,J05,Experimental,8491
Plate 3,sample_384_plate3.csv,J,6,J06,Experimental,7512
Plate 3,sample_384_plate3.csv,J,7,J07,Experimental,22704
Plate 3,sample_384_plate3.csv,J,8,J08,Experimental,200
Plate 3,sample_384_plate3.csv,J,9,J09,Experimental,14295
Plate 3,sample_384_plate3.csv,J,10,J10,Experimental,12105
Plate 3,sample_384_plate3.csv,J,11,J11,Experimental,24560
Plate 3,sample_384_plate3.csv,J,12,J12,Experimental,3307
Plate 3,sample_384_plate3.csv,J,13,J13,Experimental,17801
Plate 3,sample_384_plate3.csv,J,14,J14,Experimental,18787
Plate 3,sample_384_plate3.csv,J,15,J15,Experimental,14852
Plate 3,sample_384_plate3.csv,J,16,J16,Experimental,15861
Plate 3,sample_384_plate3.csv,J,17,J17,Experimental,13753
Plate 3,sample_384_plate3.csv,J,18,J18,Experimental,3292
Plate 3,sample_384_plate3.csv,J,19,J19,Experimental,10732
Plate 3,sample_384_plate3.csv,J,20,J20,Experimental,200
Plate 3,sample_384_plate3.csv,J,21,J21,Experimental,22519
Plate 3,sample_384_plate3.csv,J,22,J22,Experimental,22604
Plate 3,sample_384_plate3.csv,J,23,J23,High,7177
Plate 3,sample_384_plate3.csv,J,24,J24,High,32409
Plate 3,sample_384_plate3.csv,K,1,K01,Low,285
Plate 3,sample_384_plate3.csv,K,2,K02,High,26953
Plate 3,sample_384_plate3.csv,K,3,K03,Experimental,9143
Plate 3,sample_384_plate3.csv,K,4,K04,Experimental,19601
Plate 3,sample_384_plate3.csv,K,5,K05,Experimental,14174
Plate 3,sample_384_plate3.csv,K,6,K06,Experimental,6367
Plate 3,sample_384_plate3.csv,K,7,K07,Experimental,20246
Plate 3,sample_384_plate3.csv,K,8,K08,Experimental,13202
Plate 3,sample_384_plate3.csv,K,9,K09,Experimental,10890
Plate 3,sample_384_plate3.csv,K,10,K10,Experimental,4941
Plate 3,sample_384_plate3.csv,K,11,K11,Experimental,19018
Plate 3,sample_384_plate3.csv,K,12,K12,Experimental,21713
Plate 3,sample_384_plate3.csv,K,13,K13,Experimental,6554
Plate 3,sample_384_plate3.csv,K,14,K14,Experimental,12532
Plate 3,sample_384_plate3.csv,K,15,K15,Experimental,12727
Plate 3,sample_384_plate3.csv,K,16,K16,Experimental,16200
Plate 3,sample_384_plate3.csv,K,17,K17,Experimental,6245
Plate 3,sample_384_plate3.csv,K,18,K18,Experimental,30863
Plate 3,sample_384_plate3.csv,K,19,K19,Experimental,17140
Plate 3,sample_384_plate3.csv,K,20,K20,Experimental,22027
Plate 3,sample_384_plate3.csv,K,21,K21,Experimental,12340
Plate 3,sample_384_plate3.csv,K,22,K22,Experimental,31737
Plate 3,sample_384_plate3.csv,K,23,K23,High,10881
Plate 3,sample_384_plate3.csv,K,24,K24,High,26375
Plate 3,sample_384_plate3.csv,L,1,L01,Low,379
Plate 3,sample_384_plate3.csv,L,2,L02,High,29900
Plate 3,sample_384_plate3.csv,L,3,L03,Experimental,6463
Plate 3,sample_384_plate3.csv,L,4,L04,Experimental,14525
Plate 3,sample_384_plate3.csv,L,5,L05,Experimental,7767
Plate 3,sample_384_plate3.csv,L,6,L06,Experimental,20622
Plate 3,sample_384_plate3.csv,L,7,L07,Experimental,19868
Plate 3,sample_384_plate3.csv,L,8,L08,Experimental,3851
Plate 3,sample_384_plate3.csv,L,9,L09,Experimental,20269
Plate 3,sample_384_plate3.csv,L,10,L10,Experimental,23369
Plate 3,sample_384_plate3.csv,L,11,L11,Experimental,200
Plate 3,sample_384_plate3.csv,L,12,L12,Experimental,25434
Plate 3,sample_384_plate3.csv,L,13,L13,Experimental,20287
Plate 3,sample_384_plate3.csv,L,14,L14,Experimental,21579
Plate 3,sample_384_plate3.csv,L,15,L15,Experimental,26413
Plate 3,sample_384_plate3.csv,L,16,L16,Experimental,14610
Plate 3,sample_384_plate3.csv,L,17,L17,Experimental,8063
Plate 3,sample_384_plate3.csv,L,18,L18,Experimental,17969
Plate 3,sample_384_plate3.csv,L,19,L19,Experimental,13709
Plate 3,sample_384_plate3.csv,L,20,L20,Experimental,18596
Plate 3,sample_384_plate3.csv,L,21,L21,Experimental,200
Plate 3,sample_384_plate3.csv,L,22,L22,Experimental,11673
Plate 3,sample_384_plate3.csv,L,23,L23,High,15184
Plate 3,sample_384_plate3.csv,L,24,L24,High,30749
Plate 3,sample_384_plate3.csv,M,1,M01,Low,379
Plate 3,sample_384_plate3.csv,M,2,M02,High,30678
Plate 3,sample_384_plate3.csv,M,3,M03,Experimental,12206
Plate 3,sample_384_plate3.csv,M,4,M04,Experimental,21750
Plate 3,sample_384_plate3.csv,M,5,M05,Experimental,20935
Plate 3,sample_384_plate3.csv,M,6,M06,Experimental,12184
Plate 3,sample_384_plate3.csv,M,7,M07,Experimental,13476
Plate 3,sample_384_plate3.csv,M,8,M08,Experimental,20378
Plate 3,sample_384_plate3.csv,M,9,M09,Experimental,8602
Plate 3,sample_384_plate3.csv,M,10,M10,Experimental,8242
Plate 3,sample_384_plate3.csv,M,11,M11,Experimental,24378
Plate 3,sample_384_plate3.csv,M,12,M12,Experimental,24192
Plate 3,sample_384_plate3.csv,M,13,M13,Experimental,13449
Plate 3,sample_384_plate3.csv,M,14,M14,Experimental,27533
Plate 3,sample_384_plate3.csv,M,15,M15,Experimental,21863
Plate 3,sample_384_plate3.csv,M,16,M16,Experimental,18278
Plate 3,sample_384_plate3.csv,M,17,M17,Experimental,10927
Plate 3,sample_384_plate3.csv,M,18,M18,Experimental,21175
Plate 3,sample_384_plate3.csv,M,19,M19,Experimental,10729
Plate 3,sample_384_plate3.csv,M,20,M20,Experimental,14430
Plate 3,sample_384_plate3.csv,M,21,M21,Experimental,10046
Plate 3,sample_384_plate3.csv,M,22,M22,Experimental,24700
Plate 3,sample_384_plate3.csv,M,23,M23,High,10281
Plate 3,sample_384_plate3.csv,M,24,M24,High,30039
Plate 3,sample_384_plate3.csv,N,1,N01,Low,354
Plate 3,sample_384_plate3.csv,N,2,N02,High,34979
Plate 3,sample_384_plate3.csv,N,3,N03,Experimental,23420
Plate 3,sample_384_plate3.csv,N,4,N04,Experimental,2727
Plate 3,sample_384_plate3.csv,N,5,N05,Experimental,15121
Plate 3,sample_384_plate3.csv,N,6,N06,Experimental,15936
Plate 3,sample_384_plate3.csv,N,7,N07,Experimental,10538
Plate 3,sample_384_plate3.csv,N,8,N08,Experimental,7343
Plate 3,sample_384_plate3.csv,N,9,N09,Experimental,28737
Plate 3,sample_384_plate3.csv,N,10,N10,Experimental,21222
Plate 3,sample_384_plate3.csv,N,11,N11,Experimental,22570
Plate 3,sample_384_plate3.csv,N,12,N12,Experimental,18140
Plate 3,sample_384_plate3.csv,N,13,N13,Experimental,21899
Plate 3,sample_384_plate3.csv,N,14,N14,Experimental,19185
Plate 3,sample_384_plate3.csv,N,15,N15,Experimental,16612
Plate 3,sample_384_plate3.csv,N,16,N16,Experimental,13679
Plate 3,sample_384_plate3.csv,N,17,N17,Experimental,7298
Plate 3,sample_384_plate3.csv,N,18,N18,Experimental,9389
Plate 3,sample_384_plate3.csv,N,19,N19,Experimental,14754
Plate 3,sample_384_plate3.csv,N,20,N20,Experimental,7948
Plate 3,sample_384_plate3.csv,N,21,N21,Experimental,17825
Plate 3,sample_384_plate3.csv,N,22,N22,Experimental,7869
Plate 3,sample_384_plate3.csv,N,23,N23,High,11581
Plate 3,sample_384_plate3.csv,N,24,N24,High,27216
Plate 3,sample_384_plate3.csv,O,1,O01,Low,326
Plate 3,sample_384_plate3.csv,O,2,O02,High,32559
Plate 3,sample_384_plate3.csv,O,3,O03,Experimental,21937
Plate 3,sample_384_plate3.csv,O,4,O04,Experimental,10832
Plate 3,sample_384_plate3.csv,O,5,O05,Experimental,25563
Plate 3,sample_384_plate3.csv,O,6,O06,Experimental,15325
Plate 3,sample_384_plate3.csv,O,7,O07,Experimental,17920
Plate 3,sample_384_plate3.csv,O,8,O08,Experimental,14638
Plate 3,sample_384_plate3.csv,O,9,O09,Experimental,1091
Plate 3,sample_384_plate3.csv,O,10,O10,Experimental,19563
Plate 3,sample_384_plate3.csv,O,11,O11,Experimental,18479
Plate 3,sample_384_plate3.csv,O,12,O12,Experimental,21071
Plate 3,sample_384_plate3.csv,O,13,O13,Experimental,7209
Plate 3,sample_384_plate3.csv,O,14,O14,Experimental,21439
Plate 3,sample_384_plate3.csv,O,15,O15,Experimental,9843
Plate 3,sample_384_plate3.csv,O,16,O16,Experimental,5638
Plate 3,sample_384_plate3.csv,O,17,O17,Experimental,6792
Plate 3,sample_384_plate3.csv,O,18,O18,Experimental,16646
Plate 3,sample_384_plate3.csv,O,19,O19,Experimental,11765
Plate 3,sample_384_plate3.csv,O,20,O20,Experimental,27334
Plate 3,sample_384_plate3.csv,O,21,O21,Experimental,21401
Plate 3,sample_384_plate3.csv,O,22,O22,Experimental,24178
Plate 3,sample_384_plate3.csv,O,23,O23,High,9675
Plate 3,sample_384_plate3.csv,O,24,O24,High,27850
Plate 3,sample_384_plate3.csv,P,1,P01,Low,171
Plate 3,sample_384_plate3.csv,P,2,P02,High,29555
Plate 3,sample_384_plate3.csv,P,3,P03,Experimental,25200
Plate 3,sample_384_plate3.csv,P,4,P04,Experimental,25053
Plate 3,sample_384_plate3.csv,P,5,P05,Experimental,1803
Plate 3,sample_384_plate3.csv,P,6,P06,Experimental,17203
Plate 3,sample_384_plate3.csv,P,7,P07,Experimental,20668
Plate 3,sample_384_plate3.csv,P,8,P08,Experimental,7140
Plate 3,sample_384_plate3.csv,P,9,P09,Experimental,15139
Plate 3,sample_384_plate3.csv,P,10,P10,Experimental,9239
Plate 3,sample_384_plate3.csv,P,11,P11,Experimental,16251
Plate 3,sample_384_plate3.csv,P,12,P12,Experimental,16634
Plate 3,sample_384_plate3.csv,P,13,P13,Experimental,12410
Plate 3,sample_384_plate3.csv,P,14,P14,Experimental,14108
Plate 3,sample_384_plate3.csv,P,15,P15,Experimental,9576
Plate 3,sample_384_plate3.csv,P,16,P16,Experimental,15884
Plate 3,sample_384_plate3.csv,P,17,P17,Experimental,200
Plate 3,sample_384_plate3.csv,P,18,P18,Experimental,18822
Plate 3,sample_384_plate3.csv,P,19,P19,Experimental,23295
Plate 3,sample_384_plate3.csv,P,20,P20,Experimental,4448
Plate 3,sample_384_plate3.csv,P,21,P21,Experimental,13446
Plate 3,sample_384_plate3.csv,P,22,P22,Experimental,19702
Plate 3,sample_384_plate3.csv,P,23,P23,High,8586
Plate 3,sample_384_plate3.csv,P,24,P24,High,28627
Plate 4,sample_384_plate4.csv,A,1,A01,Low,288
Plate 4,sample_384_plate4.csv,A,2,A02,High,14114
Plate 4,sample_384_plate4.csv,A,3,A03,Experimental,17266
Plate 4,sample_384_plate4.csv,A,4,A04,Experimental,25638
Plate 4,sample_384_plate4.csv,A,5,A05,Experimental,13763
Plate 4,sample_384_plate4.csv,A,6,A06,Experimental,14447
Plate 4,sample_384_plate4.csv,A,7,A07,Experimental,21041
Plate 4,sample_384_plate4.csv,A,8,A08,Experimental,21605
Plate 4,sample_384_plate4.csv,A,9,A09,Experimental,14095
Plate 4,sample_384_plate4.csv,A,10,A10,Experimental,200
Plate 4,sample_384_plate4.csv,A,11,A11,Experimental,13663
Plate 4,sample_384_plate4.csv,A,12,A12,Experimental,20483
Plate 4,sample_384_plate4.csv,A,13,A13,Experimental,15188
Plate 4,sample_384_plate4.csv,A,14,A14,Experimental,18649
Plate 4,sample_384_plate4.csv,A,15,A15,Experimental,17163
Plate 4,sample_384_plate4.csv,A,16,A16,Experimental,3519
Plate 4,sample_384_plate4.csv,A,17,A17,Experimental,22062
Plate 4,sample_384_plate4.csv,A,18,A18,Experimental,10359
Plate 4,sample_384_plate4.csv,A,19,A19,Experimental,10987
Plate 4,sample_384_plate4.csv,A,20,A20,Experimental,19727
Plate 4,sample_384_plate4.csv,A,21,A21,Experimental,9147
Plate 4,sample_384_plate4.csv,A,22,A22,Experimental,17094
Plate 4,sample_384_plate4.csv,A,23,A23,Low,231
Plate 4,sample_384_plate4.csv,A,24,A24,High,29624
Plate 4,sample_384_plate4.csv,B,1,B01,Low,270
Plate 4,sample_384_plate4.csv,B,2,B02,High,9076
Plate 4,sample_384_plate4.csv,B,3,B03,Experimental,8468
Plate 4,sample_384_plate4.csv,B,4,B04,Experimental,14639
Plate 4,sample_384_plate4.csv,B,5,B05,Experimental,15970
Plate 4,sample_384_plate4.csv,B,6,B06,Experimental,22407
Plate 4,sample_384_plate4.csv,B,7,B07,Experimental,10409
Plate 4,sample_384_plate4.csv,B,8,B08,Experimental,15421
Plate 4,sample_384_plate4.csv,B,9,B09,Experimental,32658
Plate 4,sample_384_plate4.csv,B,10,B10,Experimental,18134
Plate 4,sample_384_plate4.csv,B,11,B11,Experimental,18861
Plate 4,sample_384_plate4.csv,B,12,B12,Experimental,18466
Plate 4,sample_384_plate4.csv,B,13,B13,Experimental,1365
Plate 4,sample_384_plate4.csv,B,14,B14,Experimental,13048
Plate 4,sample_384_plate4.csv,B,15,B15,Experimental,200
Plate 4,sample_384_plate4.csv,B,16,B16,Experimental,21890
Plate 4,sample_384_plate4.csv,B,17,B17,Experimental,28602
Plate 4,sample_384_plate4.csv,B,18,B18,Experimental,10769
Plate 4,sample_384_plate4.csv,B,19,B19,Experimental,29107
Plate 4,sample_384_plate4.csv,B,20,B20,Experimental,6027
Plate 4,sample_384_plate4.csv,B,21,B21,Experimental,5464
Plate 4,sample_384_plate4.csv,B,22,B22,Experimental,19421
Plate 4,sample_384_plate4.csv,B,23,B23,Low,234
Plate 4,sample_384_plate4.csv,B,24,B24,High,29006
Plate 4,sample_384_plate4.csv,C,1,C01,Low,386
Plate 4,sample_384_plate4.csv,C,2,C02,High,8050
Plate 4,sample_384_plate4.csv,C,3,C03,Experimental,12742
Plate 4,sample_384_plate4.csv,C,4,C04,Experimental,14062
Plate 4,sample_384_plate4.csv,C,5,C05,Experimental,18028
Plate 4,sample_384_plate4.csv,C,6,C06,Experimental,20857
Plate 4,sample_384_plate4.csv,C,7,C07,Experimental,14171
Plate 4,sample_384_plate4.csv,C,8,C08,Experimental,5410
Plate 4,sample_384_plate4.csv,C,9,C09,Experimental,23080
Plate 4,sample_384_plate4.csv,C,10,C10,Experimental,38000
Plate 4,sample_384_plate4.csv,C,11,C11,Experimental,21562
Plate 4,sample_384_plate4.csv,C,12,C12,Experimental,19484
Plate 4,sample_384_plate4.csv,C,13,C13,Experimental,11994
Plate 4,sample_384_plate4.csv,C,14,C14,Experimental,12983
Plate 4,sample_384_plate4.csv,C,15,C15,Experimental,3883
Plate 4,sample_384_plate4.csv,C,16,C16,Experimental,19938
Plate 4,sample_384_plate4.csv,C,17,C17,Experimental,13913
Plate 4,sample_384_plate4.csv,C,18,C18,Experimental,25303
Plate 4,sample_384_plate4.csv,C,19,C19,Experimental,6704
Plate 4,sample_384_plate4.csv,C,20,C20,Experimental,25914
Plate 4,sample_384_plate4.csv,C,21,C21,Experimental,12520
Plate 4,sample_384_plate4.csv,C,22,C22,Experimental,10111
Plate 4,sample_384_plate4.csv,C,23,C23,Low,261
Plate 4,sample_384_plate4.csv,C,24,C24,High,28782
Plate 4,sample_384_plate4.csv,D,1,D01,Low,132
Plate 4,sample_384_plate4.csv,D,2,D02,High,11278
Plate 4,sample_384_plate4.csv,D,3,D03,Experimental,21194
Plate 4,sample_384_plate4.csv,D,4,D04,Experimental,25228
Plate 4,sample_384_plate4.csv,D,5,D05,Experimental,20642
Plate 4,sample_384_plate4.csv,D,6,D06,Experimental,20247
Plate 4,sample_384_plate4.csv,D,7,D07,Experimental,1571
Plate 4,sample_384_plate4.csv,D,8,D08,Experimental,16464
Plate 4,sample_384_plate4.csv,D,9,D09,Experimental,5934
Plate 4,sample_384_plate4.csv,D,10,D10,Experimental,12767
Plate 4,sample_384_plate4.csv,D,11,D11,Experimental,26172
Plate 4,sample_384_plate4.csv,D,12,D12,Experimental,15257
Plate 4,sample_384_plate4.csv,D,13,D13,Experimental,200
Plate 4,sample_384_plate4.csv,D,14,D14,Experimental,6987
Plate 4,sample_384_plate4.csv,D,15,D15,Experimental,10459
Plate 4,sample_384_plate4.csv,D,16,D16,Experimental,13194
Plate 4,sample_384_plate4.csv,D,17,D17,Experimental,22504
Plate 4,sample_384_plate4.csv,D,18,D18,Experimental,21694
Plate 4,sample_384_plate4.csv,D,19,D19,Experimental,21497
Plate 4,sample_384_plate4.csv,D,20,D20,Experimental,16858
Plate 4,sample_384_plate4.csv,D,21,D21,Experimental,12639
Plate 4,sample_384_plate4.csv,D,22,D22,Experimental,12106
Plate 4,sample_384_plate4.csv,D,23,D23,Low,334
Plate 4,sample_384_plate4.csv,D,24,D24,High,31867
Plate 4,sample_384_plate4.csv,E,1,E01,Low,424
Plate 4,sample_384_plate4.csv,E,2,E02,High,10187
Plate 4,sample_384_plate4.csv,E,3,E03,Experimental,17358
Plate 4,sample_384_plate4.csv,E,4,E04,Experimental,26883
Plate 4,sample_384_plate4.csv,E,5,E05,Experimental,6304
Plate 4,sample_384_plate4.csv,E,6,E06,Experimental,21569
Plate 4,sample_384_plate4.csv,E,7,E07,Experimental,8696
Plate 4,sample_384_plate4.csv,E,8,E08,Experimental,27750
Plate 4,sample_384_plate4.csv,E,9,E09,Experimental,26247
Plate 4,sample_384_plate4.csv,E,10,E10,Experimental,28158
Plate 4,sample_384_plate4.csv,E,11,E11,Experimental,27332
Plate 4,sample_384_plate4.csv,E,12,E12,Experimental,21724
Plate 4,sample_384_plate4.csv,E,13,E13,Experimental,6815
Plate 4,sample_384_plate4.csv,E,14,E14,Experimental,18958
Plate 4,sample_384_plate4.csv,E,15,E15,Experimental,22165
Plate 4,sample_384_plate4.csv,E,16,E16,Experimental,18818
Plate 4,sample_384_plate4.csv,E,17,E17,Experimental,14083
Plate 4,sample_384_plate4.csv,E,18,E18,Experimental,16255
Plate 4,sample_384_plate4.csv,E,19,E19,Experimental,18100
Plate 4,sample_384_plate4.csv,E,20,E20,Experimental,6790
Plate 4,sample_384_plate4.csv,E,21,E21,Experimental,20433
Plate 4,sample_384_plate4.csv,E,22,E22,Experimental,19439
Plate 4,sample_384_plate4.csv,E,23,E23,Low,289
Plate 4,sample_384_plate4.csv,E,24,E24,High,31335
Plate 4,sample_384_plate4.csv,F,1,F01,Low,393
Plate 4,sample_384_plate4.csv,F,2,F02,High,7966
Plate 4,sample_384_plate4.csv,F,3,F03,Experimental,26765
Plate 4,sample_384_plate4.csv,F,4,F04,Experimental,23130
Plate 4,sample_384_plate4.csv,F,5,F05,Experimental,23048
Plate 4,sample_384_plate4.csv,F,6,F06,Experimental,22978
Plate 4,sample_384_plate4.csv,F,7,F07,Experimental,20715
Plate 4,sample_384_plate4.csv,F,8,F08,Experimental,15005
Plate 4,sample_384_plate4.csv,F,9,F09,Experimental,9133
Plate 4,sample_384_plate4.csv,F,10,F10,Experimental,19099
Plate 4,sample_384_plate4.csv,F,11,F11,Experimental,16063
Plate 4,sample_384_plate4.csv,F,12,F12,Experimental,9450
Plate 4,sample_384_plate4.csv,F,13,F13,Experimental,29077
Plate 4,sample_384_plate4.csv,F,14,F14,Experimental,21724
Plate 4,sample_384_plate4.csv,F,15,F15,Experimental,12512
Plate 4,sample_384_plate4.csv,F,16,F16,Experimental,2404
Plate 4,sample_384_plate4.csv,F,17,F17,Experimental,8295
Plate 4,sample_384_plate4.csv,F,18,F18,Experimental,18908
Plate 4,sample_384_plate4.csv,F,19,F19,Experimental,12938
Plate 4,sample_384_plate4.csv,F,20,F20,Experimental,4460
Plate 4,sample_384_plate4.csv,F,21,F21,Experimental,17135
Plate 4,sample_384_plate4.csv,F,22,F22,Experimental,13730
Plate 4,sample_384_plate4.csv,F,23,F23,Low,267
Plate 4,sample_384_plate4.csv,F,24,F24,High,27510
Plate 4,sample_384_plate4.csv,G,1,G01,Low,326
Plate 4,sample_384_plate4.csv,G,2,G02,High,7854
Plate 4,sample_384_plate4.csv,G,3,G03,Experimental,13298
Plate 4,sample_384_plate4.csv,G,4,G04,Experimental,24284
Plate 4,sample_384_plate4.csv,G,5,G05,Experimental,24955
